sub_id,A1,A2,A3,A4,A5,A6,A7,A8,story,p_type,q1,q2,q3,q4,q5,q6,q7,q8
sub-27,New atlanta sushi place with wood or oak counters and whatnot ,,"Teresa orders some roll w fish and a japanese beer, he orders two rolls one of which being a vegetable roll",,Teresa slams into a door holding her phone. james is already seated in the restaurant,"Pretty sure he asked her if it hurt, and she asked if he's ever felt the sting of a scorpion, particularly some death-something egyptian one. ",They will be meeting tonight for an egyptian performer's concert. james will pick her up ,3ish maybe since one of them was running late and they were having lunch,41,soc,1,0,3,0,0,2,3,3
sub-28,With plants along the wall and branches hanging from the ceiling ,Japanese with small american writing; it is a sushi place,Salmon roll with a japanese beer; james orders a salmon roll and a tuna roll,They think the fish tastes fresh,,Teresa asks have you been stung by a scorpion before,Later tonight to go to a concert,The afternoon,41,loc,2,2,3,2,0,0,2,0
sub-29,,Neon yellow,Teresa orders a salmon roll and japanese beer. james orders a tuna roll and a vegetable roll,They both really liked what they ordered.,,James asks teresa if her forehead is okay,The couple will be meeting later that night to go to an egypt concert,,41,loc,0,1,3,1,0,2,3,0
sub-30,"With tree branches, lots of orange, a long wooden bar at which the couple sits","Large, orange, with japanese characters accompanied by smaller english translations","James orders two sushi rolls, a tuna and veggie, while teresa orders an alaska roll and a japanese beer",Both react positively,"Teresa is holding a phone, while james is holding nothing, or at least does not have the contents of his hands mentioned",How is your forehead feelingquestion,They will meet that evening for a concert of an egyptian artist,3colon00 pm,41,np,2,2,3,1,0,2,3,3
sub-31,,,,, ,Have you ever been bitten by a scorpion,,,41,loc,0,0,0,0,0,0,0,0
sub-32,Lots of plants ,,James orders a tuna roll and vegetable roll,The clients both like their food,,James asks if teresa's head hurts from running into the door,They will meet later that night to go to a concert together for an egyptian artist,3pm,41,soc,1,0,2,1,0,2,3,3
sub-35,"Bar, japanese theme",,Rolls,Enjoy the food a lot,,What happened to your foreheadquestion,They go to an iundoor concert together,',41,soc,0,0,0,2,0,2,1,0
sub-37,"It is a very modern restaurant, being brand new, but i don't remember specific decor.",I don't remember specifics but it is a new sushi restaurant so that would dominate the menu.,"James orders a tuna roll with some sort of vegetable-based side or drink, and teresa orders a salmon roll with a japanese beer.",It is delicious,James is the initiator and he is holding a newspaper when he notices teresa run into the door,"James asks if her forehead is okay, from walking straight into the door when she arrived",They meet that evening for an egyptian music concert,3 oclock in the afternoon,41,soc,0,0,3,1,3,2,3,3
sub-38,,Laminated paper,"James gets a tuna roll and a vegetable roll, and teresa orders a salmon roll and a japanese beer","They both like their food, as the fish was very fresh",Teresa was preoccupied with her phone when she ran into the door,Is your forehead alright,James will pick teresa up later that day to take her to a concert for an egyptian musician,3pm,41,soc,0,0,3,3,0,3,3,3
sub-01,There are a bunch of displays of thanksgiving food and decorations,"Alex is looking at various stuffing, cranberry sauce, etc. options",,,"Not sure, maybe a few years",There is one big sparkly white diamond on a thin band,He takes it out of his wallet,,23,soc,1,0,0,0,0,3,3,0
sub-03,Normal grocery store,Meat,One lane only,"Like 50 dollars, paid in cash",23 months,"One ring, white glittering diamond",A box,Her mom,23,soc,0,0,0,2,3,3,0,3
sub-05,Crowded because it's the day before thanksgiving,"They pick out turkey, stuffing, and pies",2 lanes are open,The groceries are around 14 dollars and alex pays with cash,23 months,1 white diamond that glistens,Thin wedding band,Mom,23,soc,1,0,0,3,3,3,0,3
sub-07,,Chips,,50,,,,Best friend,23,np,2,0,0,0,0,0,0,0
sub-09,Big windows streaming light in with thanksgiving decorations around,Canned pumpkin and something else,5 are open; they pick lane 3,14 dollars in cash,"I don't remember, but it was longer than a year; maybe two years",One regular diamond i think,I don't remember. probably a case,Her father maybe... or best friend... im mixing them up,23,loc,2,1,3,3,0,2,0,0
sub-10,Very crowded,"Chloe buys cranberry sauce, barbeque sauce, and pumpkin slices",There are 3 open they step into number 6,It is 16 dollars and they pay by credit card,23 months,"1 diamond, silver",In a shopping basket,Chloe texts her mom a picture of her hand,23,soc,0,0,0,0,3,2,0,3
sub-12,,,,,,"1 diamon, sparkly clear",Ring box,,23,loc,0,0,0,0,0,2,0,0
sub-14,Friends were at entrance of grocery store,,,Cash,,,,,23,np,0,0,0,2,0,0,0,0
sub-16,I don't remember.,I don't remember.,I don't remember.,"50 dollars, chloe paied with her credit card.",5 years,"5, red",I don't remember,Her best friend,23,np,0,0,0,0,0,0,0,0
sub-17,"Quite nice- front wall is glass, so sunlight is pouring in. also busy with shoppers","Chloe gets a can of pumpkin puree, a bottle of vinegar, and some cranberry sauce",6; lane 3. or 3; lane 6,"$14, cash",,One clear diamond,In the crease of alex's wallet,Her sister,23,loc,1,3,2,3,0,2,3,0
sub-19,,,1 lane open,14,,Pink,,,23,np,0,0,0,2,0,0,0,0
sub-20,,"Sweet potatoe puree, vinegar","5 are open, they go to lane 3",Alex pays $14 in cash,5 years,1 white diamond,,Mom,23,loc,0,3,3,3,0,3,0,3
sub-21,,,"5, 2",,,,,,23,np,0,0,2,0,0,0,0,0
sub-23,,,,Alex pays with cash ,,,,Her brother,23,loc,0,0,0,2,0,0,0,0
sub-24,,,,, ,5 or 6,,,23,loc,0,0,0,0,0,0,0,0
sub-25,Thanksgiving related posters everywhere,Thanksgiving related food,,,,5 red,,Family,23,np,1,0,0,0,0,0,0,0
sub-26,Bright lights maybe i feel like i remember that detail from somewhere,,1 checkout i think,Credit card,3 or 5 years,1 diamond,In his hands maybe in a box,Her best friend,23,np,1,0,0,0,0,2,0,0
sub-27,,,,14$ alex pays while chloe sends a picture of the diamond ring to her family,,1 large diamond that she flaunts to some stranger. this one was standard diamond i think .,,Her dad mom or some family member i think,23,np,0,0,0,2,0,2,0,1
sub-28,,,,,23 months,1 white diamond,A wallet,Mom,23,soc,0,0,0,0,3,3,3,3
sub-29,Its crowded because people are shopping for thanksgiving,,,Alex pays for the 14 dollar groceries in cash.,23 months,1 white diamond,,Chloe texts her mom,23,soc,1,0,0,3,3,3,0,3
sub-30,"It is busy on account of it being thanksgiving eve, with lots of people moving carts piled high with turkeys, canned goods, and other thanksgiving treats. the store windows are highly decorated in a fall manner, with shades of red, orange, and yellow among things like scarecrows and other autumnal decorations.",A can of pumpkin puree,"All of them are open, the clients step into lane 5","The groceries are 14 dollars, which alex pays for in cash",23 months,"1 diamond, which is a white, glittery color",The ring sits in alex's wallet until he pulls it out and presents it to chloe while in line,Chloe texts her mom a picture of her hand with a ring first,23,soc,1,2,0,3,3,3,3,3
sub-31,,Canned goods,,14 dollars in cash,,,,Mom,23,loc,0,0,0,3,0,0,0,3
sub-32,,,,,,,,,23,soc,0,0,0,0,0,0,0,0
sub-33,,Vodka sauce,,,23 months,One white,Wallet,Mom,23,soc,0,0,0,0,3,3,3,3
sub-36,It is a small grocery store with some decorated lights,Small grocery stuff,"5, 3",$14  and payment is done by cash,2 years,2 grey,,Her mother,23,np,1,0,3,3,0,0,0,3
sub-37,There is light flowing in through many windows. it is nearing thanksgiving so there are thanksgiving decorations,"I don't remember specific items, but they were in the canned foods aisle when chloe asked alex what else they needed","There are 5 lanes open, and they are in lane 2","14 dollars, paid in cash",22 months,,,Her siblings i think.,23,loc,2,0,2,3,2,0,0,0
sub-38,"It's almost thanksgiving, so there are appropriate decorations throughout the store","They go to the canned food section and pick out pumpkin puree, among other things","There are 5 checkout lanes open, and the clients step into lane 3","The groceries come out to $14, and alex pays with cash",22 months,2 white diamonds,,Her mother,23,loc,1,2,3,3,2,3,0,3
sub-01,There are a lot of halloween treats and decorations.,Crackers,,, ms bianchi sells cheese for an italian company and ms morrison is a buyer for a chain of grocery stores.,,,,33,np,1,1,0,0,2,0,0,0
sub-02,"Industrial, warehouse feel","Crackers for sure and something else, maybe a bubbly or something. can't remember if one of them bought cheese or not.",Very busy day actually. but forget the quantity or which lane.,About 23$ and one of the ladies paid by a check which impressed the other.,Don't remember but pretty fancy ,"A lot, but don't remember",Don't remember,"Handshake, maybe ...",33,loc,0,2,0,3,0,0,0,0
sub-03,"Large, fancy store","Crackers, wine, and ketchup",One lane only,14 dollars cash,Representative for the cheese business and manager for a series of stores,200000,Orange stores,Handshake,33,np,0,2,0,0,2,0,3,0
sub-04,Idk,Idk,Idk,Idk,Idk,Idk,Idk,Idk,33,loc,0,0,0,0,0,0,0,0
sub-05,"Decorated with halloween decorations, candy, and pumpkins",Olives,,"The groceries are not very expensive, but morrison pays with a check",Ms. bianchi is a salesperson for an italian cheese importer and ms. morrison heads distribution for a grocery chain,,Something with an m,Popping a mini bottle of champagne,33,np,2,0,0,2,2,0,0,3
sub-06,Large and high rise ceiling,Cheese and wine,10 lanes are open,They pay by check,"Ceo, maybe",Dont know,,Bianchi pays by check,33,loc,0,0,2,2,0,0,0,0
sub-07,,Cheese,,,,,,High five,33,soc,0,0,0,0,0,0,0,0
sub-10,Full of people,"Parmegan cheese, crackers",3 are open they go to 8,It is 14 dollars and ms. morrison pays by credit card,Ms. morrison is a business owner/seller of cheese and ms. bianchi is a client,Not sure,Not sure,Eating together,33,np,0,1,0,0,2,0,0,0
sub-14,,Cheese and crackers,All are open,,"Cheese distributor, restaurant chain owner",,,Buying cheese and crackers,33,soc,0,1,0,0,1,0,0,0
sub-16,I don't remember,Cheese,I don't remember,I don't remember,"I don't remember, but one of them in in charge of a grocery chain along the east or west coast",I don't remember,I don't remember,They decided to test out a line of product,33,soc,0,0,0,0,1,0,0,0
sub-17,Halloween display at the front of the store,"Box of crackers, ketchup, and seltzer",,"$23, check","Ms bianchi is a cheese vendor, ms morrison is buyer for, or runs, a retail grocery chain",A few thousand dollars,,Popping champagne ,33,loc,1,3,0,3,2,0,0,3
sub-18,Decorated for halloween,"Crackers, seltzer, and ketchup",10 and they choose lane 6,23  dollars and ms morrison pays by check,Ms. bianchi is a cheese seller and ms. morrison is the head of the grocery store,,,They share cheese and crackers,33,loc,1,3,3,3,2,0,0,0
sub-19,,,,,"One of them sells cheese, another manages a grocery store",,,,33,soc,0,0,0,0,2,0,0,0
sub-21, ,"Cheese, sparkling water",,,,20k,Orange groceries,,33,soc,0,1,0,0,0,0,3,0
sub-25,,Cheese,,,,,,Hug,33,np,0,0,0,0,0,0,0,0
sub-26,,"Crackers, ketchup, pack of seltzers",,"27 dollars, paid by check",Morrison might be ceo,20000 dollars,Orange groceries or something like that,A handshake,33,np,0,3,0,2,0,0,3,0
sub-27,,Someone buys crackers ketchup and champagne or wine,,,"Bianchi represents some italian quality cheese company and morrison is the cpo or chief procurement officer of a grocery chain, responsible for choosing what products they buy and sell",,,Pop some champagne that was pulled from a purse,33,np,0,2,0,0,2,0,0,3
sub-28,,Crackers,5,,Representative; sales buyer,1500,Orange ,Drinking champagne ,33,soc,0,1,0,0,2,3,2,3
sub-29,,"Crackers, ketchup and sparkling water",One lane,Ms. morrison pays for 21 dolllars of groceries with a check,,1500,,Popping a bottle of champange,33,soc,0,3,0,2,0,3,0,3
sub-30,Mildly busy,Crackers,A few are open,"23 dollars, ms morrison uses a check to pay",Ms. bianchi is an account representative and ms. morrison is a sales manager,"Originally 1500 dollars, which expands to 20 thousand dollars to take advantage of tax subsidies.",,Sharing a small champagne bottle from ms. morrison's purse,33,soc,0,1,0,3,3,3,0,3
sub-32,,,,,,,,,33,np,0,0,0,0,0,0,0,0
sub-33,,Crackers,"8 are open, step into 7",,Head of product,,Orange grocers,Cheese eating,33,np,0,1,0,0,0,0,3,0
